clip_id,split,label,uploader_id,audio_path,preprocessed_wav,effective_dur_sec,rms_dbfs,peak,clipping_flag
33796,train,广东省,465053189,datasets/oggs/33796.ogg,artifacts/full/audio_preprocessed/33796.wav,2.659875,-19.99999998428177,0.8553035259246826,0
26470,train,广东省,1671384169,datasets/oggs/26470.ogg,artifacts/full/audio_preprocessed/26470.wav,1.41125,-20.309006814737742,0.9900000095367432,0
31698,train,广东省,3039815710,datasets/oggs/31698.ogg,artifacts/full/audio_preprocessed/31698.wav,2.0973125,-19.99999985613297,0.48769253492355347,0
23728,train,广东省,124577162,datasets/oggs/23728.ogg,artifacts/full/audio_preprocessed/23728.wav,1.3981875,-20.000000132715297,0.878162145614624,0
9478,train,广东省,832817543,datasets/oggs/9478.ogg,artifacts/full/audio_preprocessed/9478.wav,3.0173125,-20.000000085763187,0.9277284741401672,0
12817,train,广东省,968176794,datasets/oggs/12817.ogg,artifacts/full/audio_preprocessed/12817.wav,2.384375,-19.999999514919853,0.5414573550224304,0
27254,val,广东省,269790447,datasets/oggs/27254.ogg,artifacts/full/audio_preprocessed/27254.wav,19.4796875,-19.99999968232714,0.9569127559661865,0
37373,train,广东省,4247414144,datasets/oggs/37373.ogg,artifacts/full/audio_preprocessed/37373.wav,1.275375,-19.99999991523604,0.6832007169723511,0
5330,train,广东省,1108232167,datasets/oggs/5330.ogg,artifacts/full/audio_preprocessed/5330.wav,1.079625,-19.999999915725667,0.445809930562973,0
20664,train,广东省,861213933,datasets/oggs/20664.ogg,artifacts/full/audio_preprocessed/20664.wav,2.456375,-19.999999824939085,0.7178767323493958,0
34979,train,广东省,4030530058,datasets/oggs/34979.ogg,artifacts/full/audio_preprocessed/34979.wav,7.8693125,-20.00000003548077,0.575129508972168,0
37911,train,广东省,465053189,datasets/oggs/37911.ogg,artifacts/full/audio_preprocessed/37911.wav,12.3441875,-19.999999573468685,0.9769969582557678,0
12454,train,广东省,2964356567,datasets/oggs/12454.ogg,artifacts/full/audio_preprocessed/12454.wav,2.2518125,-19.999999960326477,0.41850823163986206,0
35811,train,广东省,465053189,datasets/oggs/35811.ogg,artifacts/full/audio_preprocessed/35811.wav,1.096,-19.999999956073275,0.5616868138313293,0
36759,train,广东省,1473335246,datasets/oggs/36759.ogg,artifacts/full/audio_preprocessed/36759.wav,2.6774375,-20.00000008624147,0.5887652635574341,0
13460,train,广东省,1028077921,datasets/oggs/13460.ogg,artifacts/full/audio_preprocessed/13460.wav,2.7090625,-19.999999782054086,0.6877774596214294,0
37305,train,广东省,3916806572,datasets/oggs/37305.ogg,artifacts/full/audio_preprocessed/37305.wav,2.2,-20.00000010414354,0.7069945335388184,0
32945,test,广东省,3111506537,datasets/oggs/32945.ogg,artifacts/full/audio_preprocessed/32945.wav,1.06,-19.99999974335005,0.6579930782318115,0
7692,train,广东省,2335275506,datasets/oggs/7692.ogg,artifacts/full/audio_preprocessed/7692.wav,9.34,-20.000000107627965,0.8658005595207214,1
16122,train,广东省,497008794,datasets/oggs/16122.ogg,artifacts/full/audio_preprocessed/16122.wav,45.966375,-19.999999730294125,0.7388880252838135,1
38251,train,广东省,3427289845,datasets/oggs/38251.ogg,artifacts/full/audio_preprocessed/38251.wav,19.18,-19.999999835464926,0.9093411564826965,1
23384,test,广东省,2954306238,datasets/oggs/23384.ogg,artifacts/full/audio_preprocessed/23384.wav,1.868875,-19.999999917763837,0.6831023097038269,0
602,train,广东省,1317077802,datasets/oggs/602.ogg,artifacts/full/audio_preprocessed/602.wav,1.321125,-20.000000162474656,0.6314647197723389,1
37860,train,广东省,465053189,datasets/oggs/37860.ogg,artifacts/full/audio_preprocessed/37860.wav,2.0031875,-19.999999959213408,0.9021932482719421,0
26946,train,广东省,2789656199,datasets/oggs/26946.ogg,artifacts/full/audio_preprocessed/26946.wav,11.9946875,-19.999999855946516,0.6060168743133545,0
14476,train,广东省,2911213269,datasets/oggs/14476.ogg,artifacts/full/audio_preprocessed/14476.wav,1.6090625,-20.000000199108023,0.7070650458335876,0
3931,train,广东省,3434951256,datasets/oggs/3931.ogg,artifacts/full/audio_preprocessed/3931.wav,12.1020625,-20.00000008890919,0.8922457098960876,0
34431,train,广东省,465053189,datasets/oggs/34431.ogg,artifacts/full/audio_preprocessed/34431.wav,3.40525,-19.999999758979573,0.9253028035163879,0
32576,train,广东省,576191141,datasets/oggs/32576.ogg,artifacts/full/audio_preprocessed/32576.wav,4.9894375,-19.99999974550064,0.6511926054954529,1
29486,test,广东省,2865747728,datasets/oggs/29486.ogg,artifacts/full/audio_preprocessed/29486.wav,7.8959375,-21.156382948308554,0.9899999499320984,0
5941,val,广东省,3277428938,datasets/oggs/5941.ogg,artifacts/full/audio_preprocessed/5941.wav,5.0005625,-20.000000072033348,0.7873842120170593,0
31817,train,广东省,663434935,datasets/oggs/31817.ogg,artifacts/full/audio_preprocessed/31817.wav,1.3031875,-20.00000013285732,0.7650313377380371,0
600,train,广东省,1317077802,datasets/oggs/600.ogg,artifacts/full/audio_preprocessed/600.wav,12.099625,-19.999999638994236,0.6375736594200134,1
18887,test,广东省,1322624797,datasets/oggs/18887.ogg,artifacts/full/audio_preprocessed/18887.wav,3.729875,-19.999999706262134,0.3963073790073395,0
8708,test,广东省,4230157095,datasets/oggs/8708.ogg,artifacts/full/audio_preprocessed/8708.wav,3.107125,-22.425062187555987,0.9900000095367432,1
13661,val,广东省,945402710,datasets/oggs/13661.ogg,artifacts/full/audio_preprocessed/13661.wav,1.7404375,-19.999999734527908,0.5213456749916077,1
14332,train,广东省,263270799,datasets/oggs/14332.ogg,artifacts/full/audio_preprocessed/14332.wav,1.6619375,-19.999999852695538,0.6155393719673157,0
23416,train,广东省,2913257574,datasets/oggs/23416.ogg,artifacts/full/audio_preprocessed/23416.wav,1.3285625,-20.000000082283485,0.5908319354057312,0
30512,train,广东省,1465409525,datasets/oggs/30512.ogg,artifacts/full/audio_preprocessed/30512.wav,1.1083125,-19.999999916951406,0.8431655764579773,0
32454,train,广东省,465053189,datasets/oggs/32454.ogg,artifacts/full/audio_preprocessed/32454.wav,2.0740625,-20.000000276581503,0.526373565196991,0
25916,train,广东省,3169832273,datasets/oggs/25916.ogg,artifacts/full/audio_preprocessed/25916.wav,9.0933125,-19.99999964625634,0.5646326541900635,0
18999,train,广东省,256290558,datasets/oggs/18999.ogg,artifacts/full/audio_preprocessed/18999.wav,8.77,-19.99999989725824,0.6924375295639038,0
34219,train,广东省,2762184180,datasets/oggs/34219.ogg,artifacts/full/audio_preprocessed/34219.wav,2.50525,-19.999999706664518,0.44716644287109375,0
13658,val,广东省,945402710,datasets/oggs/13658.ogg,artifacts/full/audio_preprocessed/13658.wav,1.4019375,-19.999999875844352,0.598402202129364,1
12796,train,广东省,968176794,datasets/oggs/12796.ogg,artifacts/full/audio_preprocessed/12796.wav,2.2279375,-20.000000241233202,0.9801306128501892,0
12443,train,广东省,1634589290,datasets/oggs/12443.ogg,artifacts/full/audio_preprocessed/12443.wav,1.435875,-20.000000189113678,0.3574068248271942,0
7939,test,广东省,933109526,datasets/oggs/7939.ogg,artifacts/full/audio_preprocessed/7939.wav,1.5151875,-20.00000002094221,0.8890804052352905,0
23331,test,广东省,1131703359,datasets/oggs/23331.ogg,artifacts/full/audio_preprocessed/23331.wav,5.533625,-19.999999819898854,0.5545426607131958,0
16211,train,广东省,1992485838,datasets/oggs/16211.ogg,artifacts/full/audio_preprocessed/16211.wav,2.536125,-20.000000289674734,0.6730575561523438,1
38225,train,广东省,3679790812,datasets/oggs/38225.ogg,artifacts/full/audio_preprocessed/38225.wav,5.8155,-19.99999961274655,0.606340229511261,0
35040,train,广东省,465053189,datasets/oggs/35040.ogg,artifacts/full/audio_preprocessed/35040.wav,1.250875,-19.99999958720762,0.7382157444953918,0
34237,train,广东省,2209050296,datasets/oggs/34237.ogg,artifacts/full/audio_preprocessed/34237.wav,9.399125,-20.000000081733948,0.8089550733566284,1
21537,train,广东省,1319195595,datasets/oggs/21537.ogg,artifacts/full/audio_preprocessed/21537.wav,4.96,-19.999999799844627,0.9667385816574097,1
26014,train,广东省,849858151,datasets/oggs/26014.ogg,artifacts/full/audio_preprocessed/26014.wav,1.62875,-19.999999911423345,0.8238370418548584,1
13453,train,广东省,1028077921,datasets/oggs/13453.ogg,artifacts/full/audio_preprocessed/13453.wav,3.021875,-20.000000197890007,0.7689636945724487,0
33244,val,广东省,1809280106,datasets/oggs/33244.ogg,artifacts/full/audio_preprocessed/33244.wav,10.93,-20.806264960561602,0.9900000095367432,0
14684,train,广东省,4263989886,datasets/oggs/14684.ogg,artifacts/full/audio_preprocessed/14684.wav,1.786,-20.00000018334413,0.9415497779846191,0
28840,val,广东省,2755557546,datasets/oggs/28840.ogg,artifacts/full/audio_preprocessed/28840.wav,2.26,-20.00000019717214,0.721732497215271,0
37335,train,广东省,3916806572,datasets/oggs/37335.ogg,artifacts/full/audio_preprocessed/37335.wav,4.604,-20.00000028792737,0.7376342415809631,1
33505,train,广东省,465053189,datasets/oggs/33505.ogg,artifacts/full/audio_preprocessed/33505.wav,3.5831875,-19.99999959903555,0.4916628301143646,0
38596,train,广东省,2774140288,datasets/oggs/38596.ogg,artifacts/full/audio_preprocessed/38596.wav,1.7364375,-19.999999942358283,0.6113694310188293,0
35493,train,广东省,465053189,datasets/oggs/35493.ogg,artifacts/full/audio_preprocessed/35493.wav,1.46475,-19.99999981800407,0.8924628496170044,0
25954,train,广东省,1437786377,datasets/oggs/25954.ogg,artifacts/full/audio_preprocessed/25954.wav,3.104,-20.000000022310978,0.7101332545280457,0
30526,train,广东省,1465409525,datasets/oggs/30526.ogg,artifacts/full/audio_preprocessed/30526.wav,1.1698125,-19.999999738587242,0.49334242939949036,0
36698,train,广东省,1951746684,datasets/oggs/36698.ogg,artifacts/full/audio_preprocessed/36698.wav,1.0253125,-20.000000065402382,0.44808104634284973,0
38035,train,广东省,465053189,datasets/oggs/38035.ogg,artifacts/full/audio_preprocessed/38035.wav,1.75,-19.99999991816246,0.6600644588470459,0
25811,val,广东省,645461411,datasets/oggs/25811.ogg,artifacts/full/audio_preprocessed/25811.wav,3.1858125,-20.000000124437648,0.5384188294410706,0
22675,train,广东省,2078042890,datasets/oggs/22675.ogg,artifacts/full/audio_preprocessed/22675.wav,3.0086875,-19.999999995033374,0.7570310235023499,0
5607,train,广东省,2810626158,datasets/oggs/5607.ogg,artifacts/full/audio_preprocessed/5607.wav,1.53575,-19.999999897080038,0.6790152788162231,0
36448,train,广东省,3161393754,datasets/oggs/36448.ogg,artifacts/full/audio_preprocessed/36448.wav,1.77075,-20.000000175552156,0.6614868640899658,0
29492,train,广东省,2418432542,datasets/oggs/29492.ogg,artifacts/full/audio_preprocessed/29492.wav,25.72,-19.999999848118094,0.9341210722923279,0
30002,train,广东省,1086188795,datasets/oggs/30002.ogg,artifacts/full/audio_preprocessed/30002.wav,4.05375,-19.99999993926767,0.7307355403900146,0
32459,train,广东省,465053189,datasets/oggs/32459.ogg,artifacts/full/audio_preprocessed/32459.wav,1.4964375,-19.999999843230768,0.7695717811584473,0
14689,train,广东省,4263989886,datasets/oggs/14689.ogg,artifacts/full/audio_preprocessed/14689.wav,1.8538125,-19.99999960500969,0.677854061126709,1
8439,train,广东省,3058219683,datasets/oggs/8439.ogg,artifacts/full/audio_preprocessed/8439.wav,3.8636875,-19.999999780148848,0.6808546781539917,0
34477,train,广东省,465053189,datasets/oggs/34477.ogg,artifacts/full/audio_preprocessed/34477.wav,1.3355625,-20.000000003351694,0.9419596791267395,0
18336,train,广东省,2068772118,datasets/oggs/18336.ogg,artifacts/full/audio_preprocessed/18336.wav,4.6543125,-19.99999998683377,0.48562851548194885,1
34988,train,广东省,4030530058,datasets/oggs/34988.ogg,artifacts/full/audio_preprocessed/34988.wav,58.57,-20.00000005601052,0.9603286385536194,0
9121,train,广东省,2498421120,datasets/oggs/9121.ogg,artifacts/full/audio_preprocessed/9121.wav,6.3019375,-20.000000295936044,0.7057622075080872,0
1514,train,广东省,687100485,datasets/oggs/1514.ogg,artifacts/full/audio_preprocessed/1514.wav,1.428375,-20.00000018017643,0.5746668577194214,1
9610,train,广东省,2914555281,datasets/oggs/9610.ogg,artifacts/full/audio_preprocessed/9610.wav,1.1748125,-20.00000021344423,0.5603243708610535,0
14705,train,广东省,2821652798,datasets/oggs/14705.ogg,artifacts/full/audio_preprocessed/14705.wav,6.8174375,-19.999999798505968,0.7845166325569153,0
33990,train,广东省,2867453571,datasets/oggs/33990.ogg,artifacts/full/audio_preprocessed/33990.wav,19.3171875,-20.000000048476423,0.5403503179550171,1
30488,train,广东省,1465409525,datasets/oggs/30488.ogg,artifacts/full/audio_preprocessed/30488.wav,1.676875,-19.99999994434714,0.4590231478214264,0
37986,train,广东省,465053189,datasets/oggs/37986.ogg,artifacts/full/audio_preprocessed/37986.wav,2.167375,-19.999999602945437,0.5056841373443604,0
35897,train,广东省,1745672405,datasets/oggs/35897.ogg,artifacts/full/audio_preprocessed/35897.wav,1.027125,-20.00000008123814,0.3614806830883026,0
30221,test,广东省,1789338606,datasets/oggs/30221.ogg,artifacts/full/audio_preprocessed/30221.wav,11.7225,-19.999999995932242,0.7006064057350159,0
11454,train,广东省,3682624735,datasets/oggs/11454.ogg,artifacts/full/audio_preprocessed/11454.wav,2.070625,-19.999999702745377,0.3691638708114624,0
28116,train,广东省,3159218415,datasets/oggs/28116.ogg,artifacts/full/audio_preprocessed/28116.wav,1.1549375,-20.000000303825786,0.5338135957717896,0
10474,train,广东省,4236137002,datasets/oggs/10474.ogg,artifacts/full/audio_preprocessed/10474.wav,1.96,-20.000000148155948,0.6069170236587524,0
18998,train,广东省,256290558,datasets/oggs/18998.ogg,artifacts/full/audio_preprocessed/18998.wav,8.77,-19.99999989725824,0.6924375295639038,0
21688,train,广东省,406942211,datasets/oggs/21688.ogg,artifacts/full/audio_preprocessed/21688.wav,14.5021875,-19.999999917417593,0.9290825724601746,0
16218,train,广东省,1992485838,datasets/oggs/16218.ogg,artifacts/full/audio_preprocessed/16218.wav,1.5788125,-20.000000247111352,0.5535732507705688,0
14712,train,广东省,2821652798,datasets/oggs/14712.ogg,artifacts/full/audio_preprocessed/14712.wav,8.6823125,-20.000000270482833,0.9899471998214722,0
10973,test,广东省,3652259967,datasets/oggs/10973.ogg,artifacts/full/audio_preprocessed/10973.wav,12.4160625,-19.999999580230114,0.5335832834243774,0
33637,train,广东省,465053189,datasets/oggs/33637.ogg,artifacts/full/audio_preprocessed/33637.wav,2.686375,-19.99999970263438,0.835387110710144,0
13336,train,广东省,4173123136,datasets/oggs/13336.ogg,artifacts/full/audio_preprocessed/13336.wav,5.36875,-20.00000008616755,0.4861847460269928,0
7777,train,广东省,865051494,datasets/oggs/7777.ogg,artifacts/full/audio_preprocessed/7777.wav,4.6195625,-20.000000100225005,0.7639108300209045,0
32523,train,广东省,465053189,datasets/oggs/32523.ogg,artifacts/full/audio_preprocessed/32523.wav,11.5364375,-21.24488508131129,0.9900000095367432,0
22294,train,广东省,109800222,datasets/oggs/22294.ogg,artifacts/full/audio_preprocessed/22294.wav,2.1121875,-19.999999772953604,0.7114549875259399,0
21902,train,广东省,3027331675,datasets/oggs/21902.ogg,artifacts/full/audio_preprocessed/21902.wav,6.612875,-19.999999987381656,0.7645615935325623,0
13452,train,广东省,57043213,datasets/oggs/13452.ogg,artifacts/full/audio_preprocessed/13452.wav,1.1119375,-20.000000114136036,0.7363453507423401,0
37889,train,广东省,1258711653,datasets/oggs/37889.ogg,artifacts/full/audio_preprocessed/37889.wav,1.51,-20.000000090464173,0.48679834604263306,0
20737,train,广东省,2467231636,datasets/oggs/20737.ogg,artifacts/full/audio_preprocessed/20737.wav,1.9,-19.999999687121115,0.4120025336742401,0
14711,train,广东省,2821652798,datasets/oggs/14711.ogg,artifacts/full/audio_preprocessed/14711.wav,3.0531875,-19.99999980346342,0.6031337380409241,0
9286,train,广东省,1540930403,datasets/oggs/9286.ogg,artifacts/full/audio_preprocessed/9286.wav,2.5308125,-19.99999968983397,0.5318436026573181,0
29531,train,广东省,1385849215,datasets/oggs/29531.ogg,artifacts/full/audio_preprocessed/29531.wav,1.9115,-20.000000095707392,0.7072530388832092,0
31405,train,广东省,1073106551,datasets/oggs/31405.ogg,artifacts/full/audio_preprocessed/31405.wav,1.9160625,-20.000000142227034,0.6008455753326416,0
1288,train,广东省,4029759164,datasets/oggs/1288.ogg,artifacts/full/audio_preprocessed/1288.wav,2.19125,-19.999999640229973,0.5209861397743225,1
20647,train,广东省,861213933,datasets/oggs/20647.ogg,artifacts/full/audio_preprocessed/20647.wav,4.7520625,-19.999999660777,0.5567766427993774,1
9479,train,广东省,832817543,datasets/oggs/9479.ogg,artifacts/full/audio_preprocessed/9479.wav,19.3899375,-21.121539224713057,0.9900000095367432,0
35905,train,广东省,465053189,datasets/oggs/35905.ogg,artifacts/full/audio_preprocessed/35905.wav,1.11475,-19.9999997755801,0.5269774794578552,0
23729,train,广东省,124577162,datasets/oggs/23729.ogg,artifacts/full/audio_preprocessed/23729.wav,43.094125,-22.509000811717623,0.9899999499320984,0
3926,train,广东省,283481160,datasets/oggs/3926.ogg,artifacts/full/audio_preprocessed/3926.wav,2.596625,-19.999999806014717,0.7202396392822266,0
28690,train,广东省,2446148068,datasets/oggs/28690.ogg,artifacts/full/audio_preprocessed/28690.wav,15.82,-19.99999967821973,0.6661264300346375,0
31582,train,广东省,377269450,datasets/oggs/31582.ogg,artifacts/full/audio_preprocessed/31582.wav,54.981875,-19.99999997189948,0.7501245141029358,0
11432,test,广东省,280522475,datasets/oggs/11432.ogg,artifacts/full/audio_preprocessed/11432.wav,1.5700625,-20.000000192500686,0.5028309226036072,0
9284,train,广东省,1540930403,datasets/oggs/9284.ogg,artifacts/full/audio_preprocessed/9284.wav,1.848125,-20.00000033197381,0.4472680389881134,0
12335,train,广东省,2221944746,datasets/oggs/12335.ogg,artifacts/full/audio_preprocessed/12335.wav,2.5336875,-20.000000119422594,0.7008883357048035,0
24043,train,广东省,134966950,datasets/oggs/24043.ogg,artifacts/full/audio_preprocessed/24043.wav,2.3956875,-19.999999542616166,0.41812583804130554,0
30482,train,广东省,1465409525,datasets/oggs/30482.ogg,artifacts/full/audio_preprocessed/30482.wav,1.608375,-19.999999629888073,0.6718119978904724,0
30966,train,广东省,624794690,datasets/oggs/30966.ogg,artifacts/full/audio_preprocessed/30966.wav,3.11725,-19.999999862852803,0.8073293566703796,1
35774,train,广东省,1444376236,datasets/oggs/35774.ogg,artifacts/full/audio_preprocessed/35774.wav,1.5489375,-20.000000152117007,0.45337793231010437,0
32957,train,广东省,3959619109,datasets/oggs/32957.ogg,artifacts/full/audio_preprocessed/32957.wav,5.67925,-19.99999996353399,0.4517603814601898,1
35617,train,广东省,465053189,datasets/oggs/35617.ogg,artifacts/full/audio_preprocessed/35617.wav,1.0145,-20.0000000668345,0.5918008089065552,0
35125,train,广东省,3000990977,datasets/oggs/35125.ogg,artifacts/full/audio_preprocessed/35125.wav,11.2866875,-21.970723605249354,0.9900000095367432,0
36829,train,广东省,4000863152,datasets/oggs/36829.ogg,artifacts/full/audio_preprocessed/36829.wav,3.770625,-20.000000019807803,0.8717229962348938,0
12334,train,广东省,2221944746,datasets/oggs/12334.ogg,artifacts/full/audio_preprocessed/12334.wav,2.49,-20.00000026220555,0.7225447297096252,0
17597,train,广东省,4135110547,datasets/oggs/17597.ogg,artifacts/full/audio_preprocessed/17597.wav,1.1974375,-19.999999989293325,0.511570930480957,0
28145,train,广东省,1389705748,datasets/oggs/28145.ogg,artifacts/full/audio_preprocessed/28145.wav,3.965875,-20.00000025054957,0.5053277015686035,0
26979,train,广东省,3018390520,datasets/oggs/26979.ogg,artifacts/full/audio_preprocessed/26979.wav,16.0480625,-19.99999989064942,0.901773989200592,0
19540,test,广东省,1792893957,datasets/oggs/19540.ogg,artifacts/full/audio_preprocessed/19540.wav,3.26275,-19.999999612936776,0.6310847401618958,1
7214,train,广东省,2000132316,datasets/oggs/7214.ogg,artifacts/full/audio_preprocessed/7214.wav,2.6716875,-19.999999910329617,0.6691843867301941,0
25285,train,广东省,3850398337,datasets/oggs/25285.ogg,artifacts/full/audio_preprocessed/25285.wav,10.2226875,-21.811958297750675,0.9899999499320984,0
34859,train,广东省,1927485367,datasets/oggs/34859.ogg,artifacts/full/audio_preprocessed/34859.wav,3.39675,-19.999999891208176,0.44591936469078064,0
31339,train,广东省,2962041309,datasets/oggs/31339.ogg,artifacts/full/audio_preprocessed/31339.wav,6.6769375,-20.000000180209625,0.5821380019187927,0
34284,train,广东省,465053189,datasets/oggs/34284.ogg,artifacts/full/audio_preprocessed/34284.wav,1.628125,-20.00000009987432,0.7214294672012329,0
37333,train,广东省,3916806572,datasets/oggs/37333.ogg,artifacts/full/audio_preprocessed/37333.wav,5.3178125,-19.999999896563626,0.7111747860908508,0
11461,train,广东省,3096521355,datasets/oggs/11461.ogg,artifacts/full/audio_preprocessed/11461.wav,3.61,-20.000000155755263,0.7625405192375183,0
25911,train,广东省,1437786377,datasets/oggs/25911.ogg,artifacts/full/audio_preprocessed/25911.wav,8.7748125,-20.000000123387554,0.8623487949371338,0
11166,train,广东省,3941905993,datasets/oggs/11166.ogg,artifacts/full/audio_preprocessed/11166.wav,7.9569375,-20.000000396695544,0.5046154260635376,0
14471,train,广东省,2911213269,datasets/oggs/14471.ogg,artifacts/full/audio_preprocessed/14471.wav,1.030125,-19.999999730005353,0.7673097848892212,0
29877,train,广东省,3805991723,datasets/oggs/29877.ogg,artifacts/full/audio_preprocessed/29877.wav,17.4645,-23.488970716059665,0.9899999499320984,0
31365,train,广东省,624794690,datasets/oggs/31365.ogg,artifacts/full/audio_preprocessed/31365.wav,3.907125,-19.99999956522815,0.5410729646682739,1
35629,train,广东省,465053189,datasets/oggs/35629.ogg,artifacts/full/audio_preprocessed/35629.wav,1.60875,-19.999999714709283,0.607486367225647,0
14737,train,广东省,2821652798,datasets/oggs/14737.ogg,artifacts/full/audio_preprocessed/14737.wav,4.0503125,-19.999999822489617,0.7433161735534668,0
33532,train,广东省,465053189,datasets/oggs/33532.ogg,artifacts/full/audio_preprocessed/33532.wav,3.10175,-21.105860272065247,0.9900000095367432,0
37594,train,广东省,936269837,datasets/oggs/37594.ogg,artifacts/full/audio_preprocessed/37594.wav,2.83225,-19.999999658425242,0.5746275782585144,0
20661,train,广东省,861213933,datasets/oggs/20661.ogg,artifacts/full/audio_preprocessed/20661.wav,1.2231875,-20.00000031908948,0.508598268032074,0
38342,train,广东省,3119414702,datasets/oggs/38342.ogg,artifacts/full/audio_preprocessed/38342.wav,2.75475,-19.999999625814677,0.655301034450531,1
18273,train,广东省,2068772118,datasets/oggs/18273.ogg,artifacts/full/audio_preprocessed/18273.wav,3.5799375,-20.000000254190162,0.5024872422218323,0
20679,train,广东省,861213933,datasets/oggs/20679.ogg,artifacts/full/audio_preprocessed/20679.wav,1.1095,-20.0000000213473,0.42128410935401917,0
37332,train,广东省,3916806572,datasets/oggs/37332.ogg,artifacts/full/audio_preprocessed/37332.wav,5.0485625,-20.000000009357883,0.6763685941696167,0
19487,train,广东省,2309989858,datasets/oggs/19487.ogg,artifacts/full/audio_preprocessed/19487.wav,4.92775,-19.999999629170397,0.5848815441131592,0
37376,train,广东省,4247414144,datasets/oggs/37376.ogg,artifacts/full/audio_preprocessed/37376.wav,3.07,-19.999999743528555,0.7302573323249817,0
21438,train,广东省,4214246935,datasets/oggs/21438.ogg,artifacts/full/audio_preprocessed/21438.wav,2.71,-20.000000168565535,0.9226712584495544,0
37081,train,广东省,465053189,datasets/oggs/37081.ogg,artifacts/full/audio_preprocessed/37081.wav,3.67,-19.999999750059935,0.5550000071525574,0
34139,train,广东省,465053189,datasets/oggs/34139.ogg,artifacts/full/audio_preprocessed/34139.wav,4.8548125,-20.000000258097693,0.8133859634399414,0
31363,train,广东省,624794690,datasets/oggs/31363.ogg,artifacts/full/audio_preprocessed/31363.wav,1.819625,-20.00000030731103,0.5486329793930054,0
12439,train,广东省,1634589290,datasets/oggs/12439.ogg,artifacts/full/audio_preprocessed/12439.wav,2.1106875,-20.00000004007111,0.5433419346809387,1
34463,train,广东省,465053189,datasets/oggs/34463.ogg,artifacts/full/audio_preprocessed/34463.wav,1.418875,-19.99999972497559,0.5438963770866394,0
6172,train,广东省,3853523552,datasets/oggs/6172.ogg,artifacts/full/audio_preprocessed/6172.wav,2.712375,-20.230375173641697,0.9899999499320984,0
17507,train,广东省,2166047079,datasets/oggs/17507.ogg,artifacts/full/audio_preprocessed/17507.wav,47.1055,-19.999999721011413,0.6206964254379272,0
38622,test,广东省,2257916034,datasets/oggs/38622.ogg,artifacts/full/audio_preprocessed/38622.wav,1.513375,-20.00000022286386,0.7053897380828857,0
19492,train,广东省,2309989858,datasets/oggs/19492.ogg,artifacts/full/audio_preprocessed/19492.wav,4.068375,-20.000000205162223,0.5888038873672485,1
27264,val,广东省,269790447,datasets/oggs/27264.ogg,artifacts/full/audio_preprocessed/27264.wav,5.08,-19.999999892695243,0.9492126107215881,0
11040,test,广东省,1921662962,datasets/oggs/11040.ogg,artifacts/full/audio_preprocessed/11040.wav,8.666,-20.000000225790888,0.9080174565315247,0
35324,train,广东省,2307889623,datasets/oggs/35324.ogg,artifacts/full/audio_preprocessed/35324.wav,1.378125,-20.00000032610055,0.5943401455879211,1
37981,train,广东省,465053189,datasets/oggs/37981.ogg,artifacts/full/audio_preprocessed/37981.wav,2.4923125,-19.99999999049286,0.6532009243965149,0
35031,train,广东省,465053189,datasets/oggs/35031.ogg,artifacts/full/audio_preprocessed/35031.wav,1.69725,-19.99999974506418,0.6125670671463013,0
